,Tweets,Time,Username
0,GeeksでのMaker Faire Bay Area 2014レポートアメリカの現場に行って取材しました。今後アメリカのメイカーズ情報を随時UPするので要チェック。#geeks #makerfairehttp://geeks-keyofmake.com/articles/12 ,12/31/2015,Geeks_KeyOfMake
1,"Happy New Year @julioterra, @onefromme, @BleepBleeps & @makerfaire_uk! #NYE2016pic.twitter.com/kOBgo8FZVO",12/31/2015,Techmog
2,Maker Faire Kansas City Report - Geeks  http://geeks-keyofmake.com/articles/23  #geeks #makerfaire #makerfairekc,1/1/2016,Geeks_KeyOfMake
3,#FF @Kartinca_ru @garavagl5 @alisonjardine @AntonArtCenter @WeirdsvilleD @motorcitystacy @amandalinehan @makerfaire,1/1/2016,MyPositiveION
4,@3DRStreetTeam @bestquads its was the IRIS Makerfaire overflight of people that started my disaffections..,1/1/2016,hotelzululima
5,"Oh, also on the new year's goals list is to exhibit my project at a makerfaire and the local community festival.",1/1/2016,Ascii211
6,"#3dprinting + #StarWars = Brave New Toyworld! @makerfaire  https://twitter.com/makerfaire/status/682297945279082497 …David Jobling added,",1/1/2016,DJobling
7,What will continue to make a big impact on #K12 learning in 2016? Hands-on learning: http://ow.ly/WuARu  @SarahLuchs1 #makerfaire,1/1/2016,NextGenLC
8,@pikotanet 有難う御座いました。またお邪魔しますね。もしMakerFaire東京に当選したら、８月に東京来ます。（夏コミは体力的に無理・・・）,1/1/2016,etcinitd
9,I migliori gadget della #MakerFaire 2015 #nonospite http://goo.gl/soeP1q pic.twitter.com/e1WvHo0B5b,1/1/2016,NotizieVirali
10,"#TheMakerMovement is evolving, expect big things to come #Makerhub #Maker #makerspace #makerfaire",1/11/2016,Maker_Hub
11,I've arrived! So psyched! #FETC #makerspace #makerfaire #edtechpic.twitter.com/Cud67KMdHU,1/11/2016,DerraBanks
12,"RIP #DavidBowie, a Maker with fierce imagination and talent.pic.twitter.com/oHz8EbFshq",1/11/2016,makerfaire
13,"""You just sunk my Copernicium!"" - Why you should play Periodic Table Battleship http://ow.ly/WUfke pic.twitter.com/NWXGy26qmE",1/11/2016,makerfaire
14,Enter our #BeagleBone Green #IoT #contest for a chance 2 win PAID trip 2 MakerFaire Shenzhen!http://bit.ly/1Rpigzz pic.twitter.com/VDFhJFeKiL,1/11/2016,seeedstudio
15,Want to learn/build at RHS's MakerFaire? Fill out!: http://preview.tinyurl.com/ze5fs9c  @GregFarley @RaritanTSA @missOtech @mrsrankl @principalrocket,1/12/2016,A_BildungSROMAN
16,Join the first ever #Beaglebone Green #IoT #contest& win paid trip to #MakerFaire Shenzhen! http://bit.ly/1N47N4D pic.twitter.com/3IUHS3bumc,1/12/2016,seeedstudio
17,Just added @MakerFaireRome @makerfaire_uk @MkeMakerFaire @MakeMunich @MakerFaireParis to our list of 2016 events: http://buff.ly/1PBaWx5 ,1/2/2016,3Dprintbeginner
18,Google Glass 2.0: First Look http://on.wsj.com/1mgYnh5  The 2016 Utilikilt for the San Mateo @MakerFaire crowd is here. A supermodel-free zone.,1/2/2016,ultan
19,Creepiest project award?  CHIPpy Ruxpin has something to say about that...@makerfaire @make @telariumpic.twitter.com/p654jTvHc2,1/20/2016,nextthingco
20,"so proud of Ss projects this #makerfaire,lamp is made from plastic spoons. @gcouros @PacHeights36 @mrsfadum #tbtpic.twitter.com/FwVUK8hfSF",1/21/2016,unruh_j
21,Thanks @CalebKraft for covering the first #MakerFaire Global Producers Summit http://ow.ly/XvrvL  pic.twitter.com/m383HjBYsx #MFGlobal16,1/25/2016,sannmer
22,MT @SCTechBeat: Makers! @scmakerfaire mini #MakerFaire 4/16http://www.santacruztechbeat.com/2016/01/28/santa-cruz-mini-maker-faire/ …#SantaCruzTech @GatewayHOSpic.twitter.com/I0v3JYdZSW,1/28/2016,MBARI_News
23,We're really excited to be part of @makerfairemiami #Maker Talks hosted by @ShapeMiami on Feb 20! #MakerFaire #Miamipic.twitter.com/ABBASMOIgd,1/28/2016,PosiblMedia
24,What are your New Year's Resolutions #NoVAedchat? Come join us to share yours! @makerfaire @codeorg #PBL @EdcampUSApic.twitter.com/Yvx9ZiAEv7,1/3/2016,NoVAEdChat
25,"2016: @sxsw speaking twice, @FITC Toronto, @makerfaire Austin, 1st cruise Star Wars! A Prediction: http://goo.gl/Yus7SY  More to come!",1/4/2016,jaredrawk
26,"NEWS - @Anne_Hidalgo soutient la @MakerFaireParis 2016 #mfp16 #makerfaire  https://twitter.com/nicolas_barrial/status/684808561415876609 …Makery added,",1/6/2016,makeryfr
27,Very cool @BNBuzz Barnes & Noble Celebrating Educator Appreciation Days by Giving Away Free MakerSpace http://3dprint.com/114142/barnes-noble-makerspace/ …  #makerfaire,1/7/2016,SherryHuss
28,Infographic | The Rise of #MakerEd http://gettingsmart.com/2015/11/infographic-the-rise-of-maker-ed/ … @getting_smart @littlebits #makerfaire #maker #stempic.twitter.com/hFrOwTHjKX,1/7/2016,CarriSchneider
29,Never been to a Maker Faire before? Check out our video from 2015 to see what it's all about: https://www.youtube.com/watch?v=39qTUOmQPwk … #makers #makerfaire,1/7/2016,edmakerfaire
30,"Call for Makers is LIVE for Bay Area @makerfaire 2016! https://twitter.com/makerfaire/status/685592754844340224 …Make: added,",1/8/2016,make
31,@STEAMCarnival @NumbersAlive! would like to join with an activity.  We do #MakerFaire and other #inventor events. Let's discuss.  #UX #STEAM,1/8/2016,numbersalive
32,"My Makerfaire 2015 talk: ""The Future of Robotics: From Research to Toys""  https://www.youtube.com/watch?v=unbi3q-RxXY …pic.twitter.com/BnSTSFsqcU",1/9/2016,robot_MD
33,Talkin' shop with R2 with the #littleBits Synth Kit at last year's @makerfaire https://vine.co/v/exg22BFvTDd ,1/9/2016,littleBits
34,Call for Bay Area #MakerFaire is now open. We went in 2014 - it's worth the trip! http://ow.ly/WPQXP ,1/9/2016,maker_junior
35,Infographic: The Rise of #MakerEd. Maker Ed has come a long way since the first @MakerFaire http://littlebits.cc/infographic-the-rise-of-maker-ed …pic.twitter.com/mx29CARPRV,2/10/2016,littleBits
36,"Miami Mini Maker Faire continues today - Where all ages come out to learn, play http://www.miamiherald.com/news/business/article61534607.html … @miamiherald @MIA_Made #MakerFaire",2/21/2016,ndahlberg
37,#UpcycledHour picked this lot of blank canvasses this week. Going 2 b for the makerfaire to show kids how to create! pic.twitter.com/Ue8x55769F,2/23/2016,Stu_artaviation
38,"Reminder! Our Science Night, April 13th, is also an official @Make School #MakerFaire! #pvshares #TeamHawkpic.twitter.com/ttulvNWw3G",2/24/2016,TLSHawks
39,The #lego #rov will be visiting the @Raspberry_Pi b'day party - but you'll get to build and dive your own at @LpoolMakeFest & @makerfaire_uk,2/24/2016,darkwaterio
40,Showing a kid the ease of Google Sites so she can create a webpage for her business idea for her TEDtalk for our MakerFaire. Lotta buzzwords,2/26/2016,TheWeirdTeacher
41,"Schools everywhere are starting their own #Makerfaire.  Here is an amazing maker project that was at @KariSawatzky'shttps://twitter.com/karisawatzky/status/702992459064737792 …Makerspaces.com added,",2/26/2016,Makerspaces_com
42,A nation of Makers? Not so much. | ZDNet http://www.zdnet.com/article/a-nation-of-makers-not-so-much/ … @maker @MakerStudios @makerfaire pic.twitter.com/gwNVcXfCRb,2/26/2016,evankirstel
43,I'm excited to return as CEO of Make: http://makezine.com/2016/02/29/dale-dougherty-returns-as-ceo-of-make/ … @make @makerfaire,2/29/2016,dalepd
44,Meet the Cape Cod Maker Episode 1- @ccmakerfaire #MakerFaire #makerspace @make @Makerspaces_comhttp://www.youtube.com/watch?v=CjwLtO_FssI&sns=tw … via @youtube,2/8/2016,mashpeetech
45,"#MakerAnniversary Thank you @Makemagazine @makerfaire @make for all your support, being a #maker is #bliss ~Tenaya~pic.twitter.com/FGkxZB7kzA",3/16/2016,TenayaHurst
46,#makerfaire @makerfaire workshop one done! pic.twitter.com/lQ9IBDMvyb,3/17/2016,MrsLJCumming
47,Makers' Day in Room 13! #pbl #htex #makers @makerfaire @Makerspaces_compic.twitter.com/zauvCa06rj,3/18/2016,htexfrost
48,"We'll be at MakerFaire Bordeaux this weekend with the Ada hand. #HandiLab @Bionicohandhttps://twitter.com/MakerFaireParis/status/712162894390013952 …Open Bionics added,",3/22/2016,openbionics
49,#MakerFaireCairo 3/26 is the first featured @Makerfaire in the Arab community: http://ow.ly/ZU5qz pic.twitter.com/T9YsdQ1mrj,3/24/2016,make
50,My thesis project just got accepted to @makerfaire in May in San Mateo!,3/3/2016,tortaandtequila
51,We're super excited to be heading to @makerfaire_uk next month with #DreamsPS4! http://ow.ly/Z22rG pic.twitter.com/i08NjaZXbE,3/3/2016,mediamolecule
52,"Coolio, just found out my @makerfaire talk was accepted. It's called ""Revision Control Meets Hardware: A Study""",3/31/2016,Chris_Gammell
53,We're teaming up w/ Barnes & Noble to continue in-store Mini #Makerfaire events this year! http://ow.ly/ZdJ4e   @BNBuzz #BNMakerfaire,3/8/2016,make
54,Looking forward 2 @makerfairecville coming soon 2 @monticellohigh #acpsmakes @MakerEdOrg @makerfaire @nationofmakerspic.twitter.com/kahN62jWms,3/9/2016,pammoran
55,Save the date! National Maker Faire is back June 18-19th http://makerfaire.com/national  Hope to see you there! #NatlMF2016pic.twitter.com/312JWRX0Ee,3/9/2016,makerfaire
56,#3Dprinting job complete.Minecraft Bobblehead @ProjectIgnite @YorkMathE #makerfaire #makerEd @IBWorldmag #yorklearnspic.twitter.com/ffrYYGZVC3,4/1/2016,EduShaikh
57,"“Young Makers on the Rise in Egypt”, my story from Maker Faire Cairo.  https://medium.com/make-and-maker-faire/young-makers-on-the-rise-in-egypt-3a0c555d08bf#.f4o5tcbis … @make @makerfaire #makerfairecairo",4/11/2016,dalepd
58,We had a very special visitor today! @Dalepd of @Make: & @MakerFaire flew out to see our #makerspace. #ThankYou!pic.twitter.com/OpUAWVNZr9,4/12/2016,Vocademy
59,My little makers helping and having fun @TLSHawks #makerfaire @PVSDCamarillopic.twitter.com/eFiYeD7TEd,4/13/2016,Runner58446
60,Building a school community of #makers at our @makerfaire. #pvshares #TLSTEAM16pic.twitter.com/ibgBrOe9gP,4/13/2016,TLSHawks
61,"Maker Faires this weekend in Goteberg Sweden, 1st in Vienna, Santa Cruz & Benicia in CA, and Tyler TX.  http://www.makerfaire.com  @makerfaire",4/13/2016,dalepd
62,Hero the Robot working with @makeymakey on student made sign for our @makerfaire. #TLSTEAM16pic.twitter.com/zzcSOny57d,4/13/2016,rwaggonerjr
63,Tierra Linda Science Night and @makerfaire starts at 6:00! Follow great teaching and learning w/ hashtag #TLSTEAM16pic.twitter.com/UgvvH3V73f,4/13/2016,TLSHawks
64,Getting Ready for @makerfaire_uk controls for my #MircoPiNoon robots find them at The Wall of Enlightenmentpic.twitter.com/clfwQrsN6v,4/14/2016,CannonFodder
65,"This is incredible! #makerspace @Makerspaces_com @make @makerfaire @PVSDCamarillohttps://twitter.com/siutatls/status/721060552529698816 …Jay Greenlinger added,",4/15/2016,JayGreenlinger
66,Just booked flights to SF for @Makerfaire -  Also talking at @dorkbotsf Get in touch with suggestions for other geeky stuff.,4/19/2016,mikelectricstuf
67,Large crowds on the first day of the @makerfaire_uk at @scienceatlife #MakerFaireUK Sat&Sun23/24Aprilpic.twitter.com/goKkkiyeBB,4/23/2016,RaoulDixonNNP
68,Making harmonograph patterns with my new Bicycle Pintograph drawing machine at @makerfaire @scienceatlife. Swirly!pic.twitter.com/zwXkTAPLUf,4/24/2016,NickSayers
69,The awesome mega LED cube from @leedshackspace @makerfaire_ukpic.twitter.com/LUF3libZwn,4/24/2016,Makerspace_CPC
70,Another great day today (Sunday) @makerfaire_uk at the @scienceatlife Newcastle #MakerFaireUK @leedshackspacepic.twitter.com/EEmPMCWVRt,4/24/2016,RaoulDixonNNP
71,Out at @makerfaire_uk this morning and loving the lights! @scienceatlifepic.twitter.com/FkLxt0QGBG,4/24/2016,notedpr
72,I'm going to @MakerFaire Bay Area! Hope to see you at the @Hackaday meetup Sat 05/21 #MFBA16http://buff.ly/1TtqEfJ pic.twitter.com/2bOImsYL6M,4/25/2016,asiwatch
73,Still blushing from winning Editors Choice at #MakerFaire NY.We'll be playing at #MFBA16. Get your tix @makerfaire ! pic.twitter.com/WGv2kkXyoW,4/25/2016,KamigamiRobots
74,"Hey, I'm talking about cheeseburgers at the Bay Area MakerFaire this year. You should come!  http://makerfaire.com/bay-area/ ",4/25/2016,willsmith
75,"Always Be Testing @makerfaire. Loads from the @testedcom crew (past, present, and future) on the main stage.pic.twitter.com/vvcvP1cUYL",4/25/2016,sciencequiche
76,"The Capitol Hill #Makerfaire is returning on June 21.  Great way to start the summer!  #capmakerfaire #weekofmakinghttps://twitter.com/YuriBeckelman/status/722789160143204352 …Makerspaces.com added,",4/25/2016,Makerspaces_com
77,Hacking a £2.99 sweet dispenser @Raspberry_Pi @makerfaire @instructables @adafruit  http://www.tecoed.co.uk/r2d2.html pic.twitter.com/5nEI7FrUE6,4/27/2016,Dan_Aldred
78,"Met with Christy and Tanya of Southeast Makers Alliance, organizers of Maker Faire in Atlanta.  @makerfaire @makepic.twitter.com/cfyIozerz0",4/29/2016,dalepd
79,Great news! #MakerFaireShenzhen will be held from 21-23 Oct. Details coming soon http://ow.ly/4ndX9A  @makerfaire pic.twitter.com/dNW5HYNxnH,4/29/2016,seeedstudio
80,My new motto #arduino #wvustreamlab #makerfaire pic.twitter.com/1rVP1JsWMe,4/30/2016,West_VirJillian
81,.@AlexanderTLS showing #PVMakers how @TLSHawks planned their own  #makerfaire @make #makerspace @PVSDCamarillopic.twitter.com/eMY6Xu4kMG,4/4/2016,JayGreenlinger
82,Our Maker Club working on activities for our Science Night and @makerfaire on April 13th! #pvshares #TeamHawkpic.twitter.com/WFIDnMwez8,4/4/2016,TLSHawks
83,Who wants an @TLSHawks school @makerfaire bumper sticker? #TeamHawkpic.twitter.com/vaBtH1tFPV,4/5/2016,rwaggonerjr
84,"I'm speaking at @makerfaire Bay Area - Creating Bluetooth Low Energy Peripherals with Arduino, May 20-22 pic.twitter.com/AXnquoP749",4/7/2016,doncoleman
85,"Demonstrating #creativity & #innovation in Westport, CT #makerfaire #makered #robotics #3dprinting http://m.westport-news.com/news/article/Westport-Mini-Maker-Faire-makes-for-maximum-7385750.php …",5/1/2016,ChrisWeissCT
86,Great Night at #scdsbmaker #makerfaire ! Lots of creative and interesting things happening! @SCDSB_Schoolspic.twitter.com/f7dwZzIoHf,5/12/2016,MrJSouch
87,PHOTOS: 9 incredible #energy technologies you'll see @MakerFaire http://1.usa.gov/1qg52ZZ  #MFBA16 #MakeEnergypic.twitter.com/HpQVpOUXyS,5/12/2016,ENERGY
88,"How to Make a School Maker Faire, a workshop on Friday May 20th at Maker Faire Bay Area in San Mateo. #makerfaire  http://makezine.com/2016/05/12/school-science-fair-maker-faire/ …",5/12/2016,dalepd
89,The #MakerFaire is open! Join us at Nottawasaga Pines until 9 p.m. Make and take activities for all ages! pic.twitter.com/zc1lr9kTcq,5/12/2016,SCDSB_Schools
90,9 cool #energy technologies to expect @MakerFaire http://1.usa.gov/1qg52ZZ  #MFBA16 #MakeEnergypic.twitter.com/rDmCQxLO2y,5/12/2016,ENERGY
91,"#LEGOtinkering linkage #robotband practice jam before #makerfaire, join us @exploratorium @makerfaire next weekend! pic.twitter.com/Vz0pcsSTEx",5/13/2016,ryanejenkins
92,New Intel Technologies to Deliver Amazing Experiences at @makerfaire Bay Area http://intel.ly/1UZhPNs pic.twitter.com/v0DomFdlM0,5/13/2016,intelnews
93,What do you think of this new laptop sticker? Come see us at @makerfaire Bay Area if you want one of your own! pic.twitter.com/8xNR6AkJqT,5/13/2016,Raspberry_Pi
94,.@makerfaire is reimagining the Science Fair: Learn about the #Makerfaire School Program! http://bit.ly/1OqmRfg pic.twitter.com/M4g216NGmY,5/13/2016,make
95,"""The magic of @MakerFaire is that it’s never the same event twice."" http://bit.ly/1VTKVyH  #MFBA16pic.twitter.com/JODcyoiWnE",5/13/2016,arduino
96,@donttrythis Meet Nigel the Purple Dalek driven like a tank at Palatine MakerFaire 5/21. http://tinyurl.com/jkn6ggv pic.twitter.com/dYI9oURpe9,5/15/2016,Dalek_Nigel
97,"Burners! Have you been to @makerfaire? You should. It’s the closest thing to @burningman I’ve seen, only with less dust and more pants.",5/16/2016,willchase
98,RT @gidgev: Ready to Make something? Over 40% of #Makers @makerfaire have hands-on projects for you! #MFBA16pic.twitter.com/OAoYgCBoer,5/16/2016,makerfaire
99,Excited for #makerfaire! Come see us at the Education Stage or in the Young Makers area in Sequoia Hall! #mfba16pic.twitter.com/rZkQVQGhCH,5/16/2016,MakerEdOrg
100,"Ready for #drone builders, #3Dprinters, & breakthrough Intel innovations? #MakerFaire Bay Area, 5/20-22 #MFBA16pic.twitter.com/e4CSdrgQ7b",5/17/2016,intel
101,Some appropriate reading for the trip out to the Bay Area #makerfaire! Who else is going?!? Let's meet up!! #makerpic.twitter.com/wUK72FcFuv,5/17/2016,Geeksmithing
102,At the beach w/ Theo Jansen & an Ordis / Strandbeests @exploratorium starts May 27th -Theo will b @makerfaire Sat pic.twitter.com/yXb5Wx8uGy,5/18/2016,TinkeringStudio
103,Go check out my squad @ispiklz @DJQbert @djdstyles @Shortkut @yogafrog @djhardrich at @makerfaire this Sat! SanMateo pic.twitter.com/Qd5V7Y1QHO,5/19/2016,mixmastermike
104,"My favorite master #Mythbuster himself @donttrythis, 6 years (so far) of inspiring #MakerFaire moments in #metaphotopic.twitter.com/7tPvAS07Uf",5/19/2016,MakerSylvia
105,"At #MakerFaire, you might bump into the team behind this manned multicopter: http://intel.ly/1OClwlp  #drones #MFBA16pic.twitter.com/fiUTuzBSde",5/19/2016,intel
106,Ready for #drones @MakerFaire? See what it’s like to fly 100 robots together: http://intel.ly/1ThXPX5  #MFBA16pic.twitter.com/m8AT0odFjz,5/19/2016,intel
107,"Don't miss @makerfaire this weekend! @arduino, @kickstarter and many more will be there. http://bit.ly/1qvN4mA pic.twitter.com/JXKM6GFtRN",5/19/2016,BareConductive
108,Only at @MakerFaire will you see humans opening doors for robots. #MFBA16pic.twitter.com/cGYZaaolfC,5/20/2016,MicrochipMakes
109,"The importance of makers, making, and 'that moment' at #MakerFaire where someone says ""I'm a maker."" - @dalepdpic.twitter.com/5EMNzEKinB",5/20/2016,SDMakerFaire
110,Fire spewing robot octopus?  Check. The @Make #MakerFaire Show & Tell Stage is live on http://twitch.tv/Make !pic.twitter.com/TcJUEyBLP1,5/20/2016,Twitch
111,At @makerfaire you can buy Raspberry Pis and kits from our friends at @mcmelectronics. Look for the huge Pi!pic.twitter.com/nyhcql5Qfb,5/20/2016,Raspberry_Pi
112,We'll be at the Bay Area #MakerFaire this weekend! Follow popularscience on Snapchat for behind the scenes photos! pic.twitter.com/FO9uHFjHiN,5/20/2016,PopSci
113,Don't get lost at Maker Faire! Print out a map and schedule beforehand:pic.twitter.com/LSRBiIZxa7,5/20/2016,makerfaire
114,We were promised fire and contraptions. 5 minutes in: success! #MakerFaire watch on http://twitch.tv/make pic.twitter.com/0vJrII5QGz,5/20/2016,TwitchCreates
115,Makey gives the best handshakes. FRIDAY@Makerfaire has begun! #MFBA16 #makerfaire pic.twitter.com/rhX1as66u3,5/20/2016,makerfaire
116,"OK, @makerfaire Bay Area! We're ready for you! pic.twitter.com/869I2okaAp",5/20/2016,Raspberry_Pi
117,"When you don't come prepared with a fancy display at #MakerFaire, you make one of course! #OpenAPSpic.twitter.com/du71MBhgGS",5/20/2016,hannemannemann
118,Cool kinetic sculpture.  A portrait of resonance and chaos by Joel Dream. #MakerFaire pic.twitter.com/6AMTnbT8ei,5/20/2016,dalepd
119,These women use #STEM as their instrument to change the world: http://intel.ly/1OEfsJh  #iQ #MakerFaire pic.twitter.com/VraL2q31iy,5/20/2016,intel
120,"There are 100,000 schools in America. There should be at least 100,000 maker spaces. -@dalepd #makerfaire #mfba16pic.twitter.com/8tepqgK2vH",5/20/2016,msenese
121,Twice as many people will attend this weekend's @makerfaire than attended the Superbowl.  San Mateo will more than double in size.,5/20/2016,ScottMcGrew
122,Come find us this weekend at @makerfaire Bay Area. Tons of Raspberry Pi-related stuff in Zone 2 (aka Expo Hall): pic.twitter.com/6GDpgg1OuV,5/20/2016,Raspberry_Pi
123,Warm up sound check before the @ispiklz arrive for the #makerfaire  performances. At the #intel… https://www.instagram.com/p/BFsks4ZyPMT/ ,5/21/2016,DJQbert
124,A glimpse of the #OpenAPS Hack Your Diabetes table at today's #MakerFaire #MFBA16pic.twitter.com/DSAkf6EDiM,5/21/2016,scottmace
125,"Drones and etextile fashion, of course, at #MFBA16 @makerfaire pic.twitter.com/Z9ue2FLLme",5/21/2016,sdavee
126,We're loving this student-created banana piano @makerfaire! #makered #steampic.twitter.com/BY0X9DSDev,5/21/2016,AmazonEdu
127,It's a robot's world and we just live in it #makerfaire #Daytwo #MFBA16pic.twitter.com/Y9s5atqkd4,5/21/2016,makerfaire
128,Great interactive inventions for young people to program @artbottoys @makerfaire #mfba2016pic.twitter.com/9n297EQ0Hz,5/21/2016,techbridgegirls
129,Sightings from Saturday @makerfaire #intel #MFBA16 #Arduino101pic.twitter.com/rbKivMq0B4,5/21/2016,intel
130,Making Dis-integrated Circuits by @oskay of @EMSL & Eric Schlaepfer of http://TubeTime.us/   #Makerfaire #mfba16pic.twitter.com/7iyniuZByT,5/21/2016,oshpark
131,Here's a wooden Game Boy made by Jonathan and @shuman_projects. Naturally there's a Raspberry Pi inside! #MakerFaire pic.twitter.com/wAtlnmgtKb,5/21/2016,Raspberry_Pi
132,If I could make anything... our #youngmakers chalk wall has invited tons of fun responses @makerfaire #MFBA16pic.twitter.com/YTefddkb4U,5/21/2016,MakerEdOrg
133,Drone racing at @makerfaire! That's @ZoeFPV in the green quad. #fpvflying #fpv #MakerFaire #quadcopterpic.twitter.com/6deLOOoRoi,5/21/2016,TheDroneGirl
134,"A 3D printed jeep, functional #Fallout4 Shishkebab, and more! Catch the #MakerFaire on http://twitch.tv/make pic.twitter.com/YoNmrROAXv",5/21/2016,Twitch
135,Watch this simple robot bounce on a trampoline #MakerFaire pic.twitter.com/aItCEBtrUu,5/21/2016,PopSci
136,.@Kniterate wants to 3-D print your clothes #MakerFaire pic.twitter.com/fBdGoHgKN6,5/21/2016,PopSci
137,"Hi, my name is Roy! Welcome to @makerfaire! #WoodenRobotpic.twitter.com/UnW2b5BPAN",5/21/2016,patrickm02L
138,#Ordis is at #MakerFaire. Walking at the Exploratorium booth. #Strandbeest artist Theo Jansen on main stage at 5pmpic.twitter.com/Blu2Bkyi3f,5/21/2016,exploratorium
139,"If you can’t be at #MakerFaire today, join 1,500 other excited viewers and watch our @Twitch live stream, https://www.twitch.tv/make . #MFBA16",5/21/2016,make
140,This is the booth you’re looking for. May the TI LaunchPad kit be with you. #MakerFaire #R2D2pic.twitter.com/nLqrEs4uYm,5/21/2016,TXInstruments
141,We need your kelp. Stop by our tent at the #MakerFaire to take the Kelp Forest Challenge! #MFBA16 #MBAqEdpic.twitter.com/VsSoVdB4pE,5/21/2016,MontereyAq
142,"The team is up and at 'em at @makerfaire! Come say hello, try a Raspberry Pi 3, and grab a sticker. #MakerFaire pic.twitter.com/mjYOiPBKGy",5/21/2016,Raspberry_Pi
143,BAD NEWS!  I'm going to miss @makerfaire Bay Area bcs my visa wasn't ready in time. Worst possible FOMO right now. pic.twitter.com/61bBin5z95,5/21/2016,SimoneGiertz
144,Thank you @makerfaire 2016! Here are some favorite highlights. #Intel #MFBA16pic.twitter.com/brzSqtXcwn,5/22/2016,intel
145,Adam Savage inspires crowds at #Makerfaire Bay Area: http://bit.ly/1sMvZa4  #MFBA16pic.twitter.com/HzdYgAnkny,5/22/2016,make
146,I rode a robot giraffe into #MakerFaire. Because @makerfaire. #MFBA16pic.twitter.com/G1oWYev1qU,5/22/2016,donttrythis
147,Had such an AMAZING time at #makerfaire today. #MFBA16pic.twitter.com/yLCCjeBzvM,5/22/2016,donttrythis
148,“The best myth busted for me is that you need a science degree to be a scientist” http://bit.ly/1sMvZa4  #MFBA16pic.twitter.com/AnRDaRXiz3,5/22/2016,makerfaire
149,Draaaaaagon! <3 <3 <3 #MakerFaire #DragonSpottinghttps://vine.co/v/iEPZeB0VVWQ ,5/22/2016,PaintYourDragon
150,"Corrugated cardboard is a gateway to all making for kids via @donttrythis #makered #MakerFaire - e.g., see http://www.makereducation.com/cardboard-challenge.html …",5/22/2016,jackiegerstein
151,Amazing experiences from a dragon glow forest to interactive space fighters @makerfaire. #MFBA16pic.twitter.com/jkulLgIy7s,5/22/2016,intel
152,For our friends at #MakerFaire: see our own @MattRichardson on Center Stage in 15 minutes: http://makerfaire.com/maker/entry/56126/ …,5/22/2016,Raspberry_Pi
153,Happiest kid on earth! @donttrythis Thnx @SherryHuss @makerfaire #MFBA16pic.twitter.com/OfoALcsR9u,5/22/2016,IoT4Kids
154,Join or renew your EFF membership with us at #MakerFaire and get new gear! https://www.eff.org/event/eff-maker-faire-bay-area …pic.twitter.com/ZDyFNY0mV8,5/22/2016,EFF
155,The #MakeEnergy team shows off their awards. Thanks to @makerfaire for the sweet recognition! #MFBA16pic.twitter.com/Ds3czZ1S3C,5/22/2016,ENERGY
